datetime_utc,location_id,location_name,latitude,longitude,CO mass µg/m³,NO₂ mass µg/m³,O₃ mass µg/m³,PM2.5 µg/m³,SO₂ mass µg/m³
2024-01-29 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,748.2,,26.62,48.63,1.7
2024-01-29 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,748.1,,26.48,52.74,1.76
2024-01-29 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,639.5,,26.53,49.7,1.74
2024-01-29 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,638.1,,26.73,53.02,1.77
2024-01-29 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,502.7,,26.73,49.56,1.76
2024-01-29 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,513.5,,26.64,45.92,1.73
2024-01-29 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,424.1,,26.46,50.18,1.74
2024-01-30 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,513.7,,26.55,50.59,1.76
2024-01-30 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,644.1,,26.64,44.47,1.82
2024-01-30 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,983.1,,26.48,45.57,1.93
2024-01-30 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,973.7,,26.61,41.33,2.03
2024-01-30 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1041.7,,26.64,63.19,2.04
2024-01-30 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,919.5,,26.43,56.52,1.94
2024-01-30 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,960.4,,26.51,60.15,1.94
2024-01-30 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,915.3,,26.53,67.76,1.98
2024-01-30 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1041.8,,26.53,69.16,1.94
2024-01-30 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1083.1,,26.54,58.9,2.01
2024-01-30 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1317.4,,26.57,71.4,2.0
2024-01-30 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1484.1,,26.58,69.92,2.07
2024-01-30 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1689.6,,26.55,62.87,2.1
2024-01-30 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1607.4,,26.59,66.15,2.23
2024-01-30 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1658.4,,26.65,68.31,2.22
2024-01-30 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1532.9,,26.57,62.54,2.34
2024-01-30 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1444.0,,26.66,53.2,2.4
2024-01-30 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1314.8,,26.72,57.45,2.4
2024-01-30 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1241.2,,26.74,46.87,2.32
2024-01-30 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1034.3,,26.53,53.23,2.43
2024-01-30 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,902.3,,26.42,49.27,2.31
2024-01-30 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,764.3,,26.45,38.83,2.34
2024-01-30 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,734.6,,26.62,44.81,2.32
2024-01-30 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,600.7,,26.53,36.86,2.39
2024-01-31 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,619.4,,26.37,32.79,2.26
2024-01-31 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,683.9,,26.5,23.58,2.34
2024-01-31 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,910.2,,26.63,28.49,2.37
2024-01-31 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,830.6,,26.57,20.85,2.3
2024-01-31 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,818.2,,26.59,15.18,2.27
2024-01-31 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,725.1,,26.65,13.38,2.25
2024-01-31 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,777.2,,26.4,20.17,2.2
2024-01-31 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,781.7,,26.69,21.18,2.32
2024-01-31 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,899.1,,26.65,16.74,2.21
2024-01-31 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1058.7,,26.45,25.69,2.31
2024-01-31 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1466.0,,26.55,28.18,2.41
2024-01-31 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1493.5,,26.61,34.07,2.49
2024-01-31 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1864.2,,26.47,32.3,2.58
2024-01-31 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2017.0,,26.65,36.69,2.71
2024-01-31 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2160.6,,26.57,38.85,2.81
2024-01-31 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2293.6,,26.63,40.05,2.97
2024-01-31 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2725.5,,26.51,44.47,3.09
2024-01-31 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2904.4,,26.72,47.46,3.32
2024-01-31 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2860.8,,26.68,44.84,3.47
2024-01-31 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,2437.8,,26.5,44.64,3.51
2024-01-31 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1896.4,,26.57,32.96,3.24
2024-01-31 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1677.3,,26.58,38.08,3.22
2024-01-31 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1495.7,,26.35,26.69,3.19
2024-01-31 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1212.4,,26.5,19.87,3.07
2024-02-02 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,462.7,,27.24,10.93,2.5
2024-02-02 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,497.7,,26.34,8.44,2.58
2024-02-02 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,561.5,,28.85,7.8,2.53
2024-02-02 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,490.0,,25.84,6.05,2.55
2024-02-02 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,373.0,,26.74,12.01,2.48
2024-02-02 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,316.0,,26.82,10.01,2.45
2024-02-02 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,298.2,,27.39,7.79,2.41
2024-02-02 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,306.2,,25.65,6.9,2.38
2024-02-03 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,352.7,,27.18,5.95,2.38
2024-02-03 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,415.5,,24.54,4.65,2.4
2024-02-03 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,533.3,,28.15,4.44,2.46
2024-02-03 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,545.1,,25.09,3.95,2.56
2024-02-03 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,597.8,,25.98,3.74,2.37
2024-02-03 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,540.5,,26.83,4.86,2.46
2024-02-03 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,557.4,,26.74,5.12,2.36
2024-02-03 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,547.5,,27.01,3.69,2.44
2024-02-03 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,534.0,,26.68,4.1,2.36
2024-02-03 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,466.7,,26.14,3.22,2.3
2024-02-03 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,525.1,,28.38,2.54,2.31
2024-02-03 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,538.9,,25.72,2.61,2.32
2024-02-03 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,557.9,,25.98,2.11,2.38
2024-02-03 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,533.9,,27.57,2.86,2.39
2024-02-03 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,502.7,,26.56,2.92,2.33
2024-02-03 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,546.3,,25.52,3.55,2.4
2024-02-03 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,511.4,,25.14,3.83,2.3
2024-02-03 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,413.0,,27.48,3.3,2.43
2024-02-03 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,352.0,,27.84,2.86,2.32
2024-02-03 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,305.9,,25.88,2.48,2.36
2024-02-03 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,272.4,,26.33,4.68,2.2
2024-02-03 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,247.9,,25.9,5.22,2.24
2024-02-03 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,257.3,,24.76,5.04,2.15
2024-02-03 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,293.8,,27.65,4.65,2.26
2024-02-04 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,378.6,,26.06,5.08,2.3
2024-02-04 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,460.9,,25.64,4.04,2.31
2024-02-04 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,570.2,,25.42,4.9,2.35
2024-02-04 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,745.5,,29.0,4.59,2.51
2024-02-04 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,674.5,,26.08,9.68,2.45
2024-02-04 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,639.4,,28.14,8.83,2.42
2024-02-04 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,566.7,,26.75,16.42,2.36
2024-02-04 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,475.8,,27.67,12.21,2.33
2024-02-04 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,469.0,,26.38,10.15,2.32
2024-02-04 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,502.3,,26.25,9.29,2.31
2024-02-04 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,497.0,,25.42,9.06,2.29
2024-02-04 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,502.1,,25.98,7.7,2.35
2024-02-04 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,517.1,,26.74,7.37,2.32
2024-02-04 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,529.7,,26.09,5.87,2.3
2024-02-04 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,484.6,,26.63,8.4,2.31
2024-02-04 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,469.2,,27.06,7.07,2.4
2024-02-04 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,414.5,,27.31,6.89,2.2
2024-02-04 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,357.5,,25.94,6.6,2.32
2024-02-04 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,322.0,,27.38,5.6,2.27
2024-02-04 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,301.6,,26.12,4.74,2.16
2024-02-04 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,286.8,,26.42,14.19,2.26
2024-02-04 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,260.3,,27.25,10.24,2.16
2024-02-04 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,262.4,,27.3,7.3,2.25
2024-02-04 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,282.7,,27.54,5.76,2.27
2024-02-05 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,366.6,,25.87,4.68,2.19
2024-02-05 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,498.7,,27.52,4.08,2.27
2024-02-05 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,676.7,,26.84,4.95,2.38
2024-02-05 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,678.5,,25.29,3.84,2.36
2024-02-05 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,677.3,,27.12,3.37,2.39
2024-02-05 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,663.9,,27.19,4.38,2.45
2024-02-05 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,591.4,,26.31,5.99,2.41
2024-02-05 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,555.2,,27.4,11.04,2.34
2024-02-05 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,489.8,,25.97,8.26,2.28
2024-02-05 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,510.9,,26.58,7.0,2.26
2024-02-05 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,542.2,,27.81,6.53,2.25
2024-02-05 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,627.4,,25.4,5.03,2.3
2024-02-05 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,664.7,,26.02,7.39,2.39
2024-02-05 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,674.0,,27.99,6.13,2.37
2024-02-05 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,616.7,,23.66,8.08,2.3
2024-02-05 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,610.3,,25.93,6.58,2.38
2024-02-05 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,551.3,,25.49,10.07,2.33
2024-02-05 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,516.1,,24.14,7.42,2.41
2024-02-05 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,516.8,,26.04,7.02,2.27
2024-02-05 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,523.4,,25.65,6.78,2.32
2024-02-05 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,472.3,,27.24,5.76,2.24
2024-02-05 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,460.4,,26.83,6.19,2.31
2024-02-05 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,438.3,,23.56,4.69,2.24
2024-02-06 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,463.5,,26.79,7.12,2.22
2024-02-06 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,524.3,,26.62,5.31,2.29
2024-02-06 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,701.7,,28.0,4.97,2.33
2024-02-06 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,686.6,,25.16,5.29,2.36
2024-02-06 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,652.6,,27.35,4.56,2.34
2024-02-06 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,692.7,,27.69,4.36,2.35
2024-02-06 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,709.7,,27.21,8.26,2.34
2024-02-06 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,657.9,,26.77,6.85,2.28
2024-02-06 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,647.0,,27.31,10.85,2.23
2024-02-06 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,745.9,,27.21,7.9,2.3
2024-02-06 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,616.5,,26.46,12.05,2.26
2024-02-06 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,641.6,,28.53,8.88,2.31
2024-02-06 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,684.7,,28.46,6.73,2.3
2024-02-06 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,697.7,,23.54,6.33,2.35
2024-02-06 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,618.7,,25.38,5.93,2.23
2024-02-06 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,595.0,,27.13,4.91,2.29
2024-02-06 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,567.1,,27.02,4.1,2.25
2024-02-06 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,572.2,,26.33,5.32,2.36
2024-02-06 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,486.1,,25.94,6.16,2.3
2024-02-06 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,541.2,,27.6,5.98,2.4
2024-02-06 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,540.6,,25.74,5.89,2.36
2024-02-06 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,509.7,,24.23,5.25,2.4
2024-02-06 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,470.6,,26.81,3.73,2.4
2024-02-06 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,467.1,,27.25,3.37,2.42
2024-02-07 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,427.7,,28.51,3.33,2.31
2024-02-07 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,507.7,,25.6,2.68,2.32
2024-02-07 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,610.8,,26.62,3.71,2.31
2024-02-07 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,610.6,,28.01,4.55,2.4
2024-02-07 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,595.0,,26.86,4.16,2.41
2024-02-07 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,609.9,,24.88,4.31,2.42
2024-02-07 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,580.0,,28.22,4.02,2.32
2024-02-07 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,561.6,,29.08,3.8,2.37
2024-02-07 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1164.4,,27.11,4.53,2.45
2024-02-07 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,1179.2,,23.05,10.54,2.56
2024-02-07 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,879.6,,26.84,17.99,2.39
2024-02-07 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,745.3,,27.02,13.62,2.4
2024-02-07 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,655.1,,24.59,13.03,2.36
2024-02-07 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,628.8,,28.76,20.06,2.44
2024-02-07 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,560.2,,23.59,24.13,2.4
2024-02-07 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,548.7,,26.58,21.92,2.4
2024-02-07 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,496.6,,25.43,16.06,2.3
2024-02-07 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,489.1,,28.73,11.4,2.43
2024-02-07 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,492.3,,26.34,8.47,2.3
2024-02-07 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,469.8,,28.72,8.04,2.37
2024-02-07 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,429.3,,26.96,5.96,2.25
2024-02-07 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,437.3,,26.03,8.12,2.23
2024-02-07 22:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,420.2,,28.27,5.72,2.26
2024-02-07 23:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,443.9,,27.6,4.41,2.27
2024-02-08 00:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,435.3,,26.95,5.03,2.16
2024-02-08 01:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,458.4,,26.79,5.36,2.23
2024-02-08 02:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,458.6,,26.84,9.44,2.24
2024-02-08 03:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,533.1,,26.31,7.29,2.29
2024-02-08 04:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,513.6,,27.96,5.48,2.23
2024-02-08 05:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,551.1,,26.71,4.04,2.28
2024-02-08 06:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,512.0,,25.94,5.19,2.24
2024-02-08 07:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,548.0,,26.31,5.63,2.22
2024-02-08 08:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,505.7,,27.13,4.1,2.2
2024-02-08 09:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,561.0,,27.49,3.25,2.25
2024-02-08 10:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,522.7,,25.69,11.16,2.2
2024-02-08 11:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,560.4,,24.98,8.25,2.23
2024-02-08 12:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,510.1,,25.75,5.84,2.18
2024-02-08 13:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,527.8,,25.36,4.23,2.17
2024-02-08 14:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,515.4,,26.98,4.29,2.16
2024-02-08 15:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,512.4,,26.92,5.01,2.28
2024-02-08 16:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,463.2,,27.03,5.52,2.17
2024-02-08 17:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,453.6,,26.76,5.06,2.18
2024-02-08 18:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,317.5,,27.68,4.12,2.17
2024-02-08 19:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,325.7,,27.7,3.02,2.14
2024-02-08 20:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,294.5,,26.08,2.32,2.12
2024-02-08 21:00:00+00:00,2161292,"Số 46, phố Lưu Quang Vũ",21.0152,105.7999,311.0,,26.39,5.04,2.25
